date,product_id,store,price_usd,price_original,currency_original,product_name_found,url_found,flagged,flag_reason
2026-06-14,lentejas,central,1.85,"1,85",USD,Lentejas Mary 400Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/arroz-y-granos/?s=lentejas+mary+400,False,
2026-06-14,lentejas,gama,1.76,"Ref. 1,76",USD,LENTEJAS MARY 400 GR,https://gamaenlinea.com/es,False,
2026-06-14,lentejas,plansuarez,1.71,Bs.997.85,VES,LENTEJAS MARY 400GR,https://www.plansuarez.com/index.php?route=product/search&search=lentejas,False,
2026-06-14,mantequilla,central,8.7,"8,70",USD,Mantequilla La Paisana Sin Sal Barra 200Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/margarinas-y-aceites/?s=mantequilla+paisana+200,False,
2026-06-14,mantequilla,gama,9.06,"Ref. 9,06",USD,MANTEQUILLA LA PAISANA 200 GR,https://gamaenlinea.com/es,False,
2026-06-14,mantequilla,plansuarez,2.67,"Bs.1,553.85",VES,GALLETAS EMECE 125GR MANTEQUILLA,https://www.plansuarez.com/index.php?route=product/search&search=mantequilla,True,"Cambio de 48.7% vs semana anterior (anterior: $5.20, nuevo: $2.67)"
2026-06-14,margarina,central,2.49,"2,49",USD,Margarina Juana 454Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/margarinas-y-aceites/?s=margarina+juana+454,False,
2026-06-14,margarina,gama,3.22,"Ref. 3,22",USD,MARGARINA LIGERA MAVESA 500 GR,https://gamaenlinea.com/es,False,
2026-06-14,margarina,plansuarez,2.22,"Bs.1,295.62",VES,MARGARINA JUANA 454GR,https://www.plansuarez.com/index.php?route=product/search&search=margarina,False,
2026-06-14,papa,central,2.95,"2,95",USD,Papa Criolla Lavada KG,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/fruteria-y-vegetales/vegetales/?s=papa+criolla+kg,False,
2026-06-14,papa,gama,2.95,"Ref. 2,95",USD,PAPA LAVADA 1 KG,https://gamaenlinea.com/es,False,
2026-06-14,papa,plansuarez,1.22,Bs.710.88,VES,BANDEJA PAPA !500! GR,https://www.plansuarez.com/index.php?route=product/search&search=papa,False,
2026-06-14,pasta,central,1.45,"1,45",USD,Pasta Galo Spaghetti 500Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/pastas/?s=spaghetti+galo+500,False,
2026-06-14,pasta,gama,3.56,"Ref. 3,56",USD,PASTA SPAGUETTI SEMOLA TRIGO DURO COLAVITA 500 GR,https://gamaenlinea.com/es,False,
2026-06-14,pasta,plansuarez,2.85,"Bs.1,659.13",VES,PASTA DIVELLA 500GR SPAGHETTI,https://www.plansuarez.com/index.php?route=product/search&search=spaghetti,False,
2026-06-14,platano,central,0.0,,USD,,,False,Producto no disponible en Central Madeirense
2026-06-14,platano,gama,3.27,"Ref. 3,27",USD,"PLATANOS 1,500 KG",https://gamaenlinea.com/es,False,
2026-06-14,platano,plansuarez,1.99,"Bs.1,159.55",VES,PLATANO X KG,https://www.plansuarez.com/index.php?route=product/search&search=platano,False,
